maskapai,asal,tujuan,tahun,penumpang,harga
country link,KNO,BTH,2014,200,3990461
water asia,JOG,PDG,2014,170,3342632
mataram,CGK,PDG,2014,117,2212737
mataram,BTO,DPS,2017,60,1012530
mataram,CGK,PDG,2014,186,3105577
rajawali,CGK,HLP,2016,177,3480346
mataram,KNO,SRG,2014,176,3456158
mataram,JOG,BTH,2015,97,1803439
macan,PKU,SRG,2016,190,3774990
country link,BDO,DPS,2016,116,2197988
macan,PKU,DPS,2017,130,2490327
water asia,JOG,PDG,2015,167,3276723
macan,JOG,SRG,2017,152,2951097
macan,CGK,UPG,2015,60,1009135
country link,CGK,BTH,2015,67,1182076
rajawali,BDO,DPS,2015,63,1082690
mataram,KNO,UPG,2017,130,2499751
country link,BDO,UPG,2017,200,3994872
mataram,JOG,HLP,2014,63,1081339
country link,KNO,DPS,2015,184,3628010
macan,BTO,BTH,2016,104,1938864
country link,BDO,DPS,2014,183,3600436
water asia,BDO,PDG,2014,145,2818942
country link,JOG,PDG,2015,191,3786511
country link,CGK,UPG,2017,87,1601814
water asia,BTO,UPG,2015,160,3117652
rajawali,KNO,SRG,2015,80,1455351
rajawali,CGK,SRG,2015,94,1753270
country link,BTO,HLP,2014,157,3069575
water asia,PKU,DPS,2015,145,2816645
country link,CGK,HLP,2017,73,1315328
macan,KNO,DPS,2016,190,3769785
water asia,JOG,HLP,2015,138,2658156
country link,BTO,SRG,2014,177,3477712
water asia,KNO,SRG,2015,156,3036990
macan,BDO,BTH,2015,142,2735894
water asia,PKU,PDG,2016,130,2497198
mataram,BTO,PDG,2015,178,3496245
water asia,KNO,HLP,2017,101,1878675
macan,PKU,HLP,2016,163,3171976
water asia,PKU,DPS,2014,119,2248553
water asia,PKU,SRG,2016,200,3993831
water asia,CGK,HLP,2015,105,1955664
country link,JOG,PDG,2016,135,2593659
country link,CGK,DPS,2015,92,1710377
macan,BDO,HLP,2016,105,1972792
country link,PKU,BTH,2014,169,3327312
rajawali,JOG,DPS,2014,156,3039066
mataram,KNO,PDG,2016,110,2063212
rajawali,PKU,BTH,2015,105,1956690
water asia,BTO,HLP,2016,145,2803932
macan,BTO,HLP,2016,102,1913252
macan,CGK,DPS,2015,186,3036043
mataram,CGK,HLP,2017,189,3733239
macan,BDO,DPS,2017,87,1600314
water asia,PKU,DPS,2016,195,3887162
macan,JOG,SRG,2016,100,1860750
country link,BTO,BTH,2016,70,1246004
mataram,JOG,DPS,2014,74,1327400
rajawali,BTO,SRG,2016,65,1132431
country link,PKU,HLP,2016,96,1793156
water asia,BDO,PDG,2017,87,1602459
mataram,BDO,PDG,2016,112,2095137
water asia,BTO,DPS,2017,191,3781088
rajawali,PKU,BTH,2015,76,1366218
rajawali,KNO,SRG,2016,195,3885066
country link,BTO,PDG,2017,160,3121396
rajawali,BDO,PDG,2017,185,3651082
country link,BDO,PDG,2015,197,3923963
country link,KNO,PDG,2014,70,1228350
country link,CGK,HLP,2017,74,1326958
country link,BTO,SRG,2017,141,2716211
macan,CGK,SRG,2014,186,3662827
country link,PKU,UPG,2014,111,2080209
country link,KNO,DPS,2014,186,3664322
mataram,CGK,UPG,2017,180,3555569
water asia,CGK,DPS,2016,141,2717462
rajawali,BDO,UPG,2014,143,2769329
water asia,JOG,DPS,2015,161,3140318
rajawali,KNO,HLP,2016,93,1735820
mataram,JOG,UPG,2014,92,1700278
country link,PKU,DPS,2016,132,2538038
rajawali,KNO,PDG,2015,104,1944367
country link,PKU,BTH,2014,166,3231369
macan,BDO,PDG,2014,198,3946070
water asia,KNO,BTH,2015,186,3660557
water asia,CGK,SRG,2016,196,3907130
rajawali,JOG,UPG,2015,68,1123916
water asia,PKU,SRG,2016,200,3992079
rajawali,PKU,HLP,2014,196,3905891
mataram,CGK,HLP,2016,120,2293509
country link,BTO,PDG,2014,167,3284736
rajawali,KNO,BTH,2016,103,1927766
country link,PKU,SRG,2016,88,1621859
water asia,CGK,UPG,2015,88,1617733
mataram,KNO,DPS,2014,120,2284417
macan,BDO,UPG,2014,73,1310533
country link,BTO,BTH,2015,112,2097875
macan,BDO,SRG,2016,175,3432649
country link,PKU,PDG,2015,75,1352453
mataram,CGK,BTH,2015,182,1991705
country link,JOG,UPG,2016,142,2734513
rajawali,BTO,PDG,2017,195,3874397
macan,PKU,BTH,2017,186,3660239
water asia,BDO,BTH,2015,64,1092799
water asia,KNO,PDG,2016,68,1197230
mataram,BTO,BTH,2017,147,2852116
water asia,KNO,DPS,2017,170,3333257
macan,BDO,UPG,2014,177,3468801
macan,BTO,HLP,2016,89,1643601
rajawali,PKU,DPS,2015,98,1831219
rajawali,BTO,UPG,2017,120,2290805
mataram,BTO,PDG,2015,136,2611515
macan,JOG,SRG,2015,94,1739421
country link,KNO,HLP,2017,164,3198503
water asia,JOG,UPG,2017,92,1700294
country link,CGK,DPS,2016,70,1231663
rajawali,KNO,SRG,2014,98,1832059
country link,JOG,BTH,2015,60,1005034
country link,BTO,PDG,2016,142,2746411
mataram,PKU,SRG,2017,94,1739918
macan,CGK,SRG,2016,118,2232706
country link,BTO,SRG,2016,134,2562335
mataram,BDO,DPS,2015,95,1761166
country link,KNO,SRG,2015,72,1283548
rajawali,PKU,PDG,2014,191,3777602
water asia,BDO,UPG,2014,81,1461352
country link,JOG,SRG,2017,99,1851996
mataram,KNO,SRG,2017,63,1071242
water asia,KNO,HLP,2014,75,1356480
water asia,JOG,BTH,2015,83,3193518
country link,CGK,PDG,2016,147,2838128
rajawali,PKU,UPG,2014,61,1033295
macan,JOG,PDG,2015,64,1304042
mataram,PKU,PDG,2014,165,3223926
rajawali,JOG,HLP,2016,175,3433676
water asia,PKU,SRG,2015,103,1922741
macan,KNO,BTH,2014,168,3301603
rajawali,KNO,HLP,2016,180,3551903
mataram,JOG,SRG,2015,113,2135928
mataram,PKU,HLP,2016,133,2544750
rajawali,CGK,BTH,2015,85,1567372
water asia,BDO,HLP,2015,177,3466475
macan,BDO,HLP,2016,186,3684926
water asia,KNO,UPG,2014,89,1645895
water asia,PKU,UPG,2017,176,3445580
rajawali,CGK,BTH,2016,77,1384073
mataram,BTO,HLP,2016,141,2731958
water asia,PKU,UPG,2017,147,2839212
macan,CGK,BTH,2016,129,2471296
rajawali,CGK,UPG,2014,140,2710919
country link,JOG,UPG,2014,109,2043236
macan,PKU,SRG,2015,92,1703804
macan,BDO,DPS,2014,139,2671045
rajawali,PKU,UPG,2016,161,3138371
water asia,KNO,SRG,2017,67,1178771
country link,JOG,UPG,2014,91,1686355
water asia,KNO,SRG,2015,74,1326405
water asia,KNO,SRG,2015,156,3026002
mataram,JOG,PDG,2014,60,1011342
rajawali,BDO,PDG,2015,96,1797818
water asia,KNO,PDG,2016,149,2874358
macan,CGK,BTH,2016,63,1069012
country link,CGK,HLP,2017,114,2153704
mataram,JOG,BTH,2016,186,3673566
macan,JOG,UPG,2017,186,3667138
rajawali,BDO,SRG,2015,195,3871712
water asia,JOG,PDG,2015,200,3976134
mataram,KNO,SRG,2017,63,1443009
mataram,PKU,HLP,2014,158,3075657
macan,BDO,PDG,2014,191,3803085
rajawali,PKU,BTH,2017,66,1158552
water asia,BTO,HLP,2014,150,2904355
mataram,BDO,HLP,2014,124,2371390
water asia,PKU,SRG,2016,160,3126116
rajawali,BTO,PDG,2014,73,1297649
rajawali,KNO,DPS,2014,105,1958486
macan,BDO,UPG,2017,109,2053531
mataram,JOG,PDG,2017,188,3732216
macan,CGK,HLP,2017,68,1185455
macan,KNO,BTH,2014,126,2407071
rajawali,JOG,DPS,2017,172,3382978
mataram,JOG,DPS,2016,145,2802072
country link,JOG,BTH,2014,107,2001803
macan,BTO,BTH,2015,127,2424974
water asia,PKU,HLP,2015,190,3762787
country link,KNO,PDG,2017,177,3467782
water asia,PKU,PDG,2014,173,3387384
macan,CGK,DPS,2017,61,1027210
mataram,BDO,PDG,2015,183,3597973
macan,BTO,PDG,2017,143,2766005
macan,BTO,HLP,2016,79,2282803
country link,JOG,BTH,2015,127,2422709
water asia,PKU,DPS,2014,132,2531146
rajawali,CGK,HLP,2015,100,1855938
macan,BTO,BTH,2014,120,2272441
macan,PKU,BTH,2015,147,2836266
water asia,JOG,DPS,2017,117,2217475
water asia,BDO,SRG,2016,138,2658686
rajawali,PKU,UPG,2017,69,1224000
mataram,BTO,BTH,2015,82,1482843
country link,PKU,DPS,2015,198,3953151
country link,CGK,HLP,2016,154,2992105
country link,JOG,UPG,2014,122,2323191
mataram,CGK,UPG,2016,94,1753223
country link,BDO,PDG,2017,111,2083359
macan,CGK,SRG,2014,178,3486402
country link,CGK,HLP,2017,69,1226333
rajawali,KNO,UPG,2015,184,3618516
rajawali,KNO,PDG,2017,75,1356693
rajawali,PKU,PDG,2014,77,1382448
country link,BTO,SRG,2017,171,3361983
country link,BDO,SRG,2017,150,2902683
rajawali,KNO,BTH,2015,171,3365390
mataram,JOG,BTH,2016,160,3124663
mataram,JOG,PDG,2014,177,3474656
mataram,KNO,PDG,2015,159,3095925
macan,BTO,PDG,2016,171,3352021
macan,KNO,BTH,2016,149,2882978
mataram,JOG,PDG,2017,88,1614703
mataram,BTO,SRG,2015,77,1387742
rajawali,BDO,SRG,2014,80,1058599
water asia,PKU,BTH,2015,94,1738424
water asia,BTO,SRG,2016,167,3284546
water asia,JOG,HLP,2017,111,2091305
rajawali,BDO,DPS,2014,73,1319973
country link,CGK,HLP,2017,145,2811720
country link,KNO,BTH,2017,130,2484917
macan,JOG,DPS,2016,155,3020022
water asia,PKU,SRG,2016,94,1744668
country link,PKU,DPS,2016,141,2718471
macan,KNO,SRG,2014,156,1528684
mataram,BTO,PDG,2015,185,3651689
rajawali,PKU,SRG,2017,184,3628694
country link,CGK,SRG,2016,175,3440049
mataram,CGK,SRG,2015,66,1150726
macan,CGK,BTH,2016,120,2288925
rajawali,JOG,SRG,2014,144,2777530
water asia,BDO,DPS,2015,159,3107690
macan,BTO,BTH,2017,118,2229962
water asia,BDO,HLP,2014,97,1806549
water asia,BTO,UPG,2017,105,1972069
mataram,PKU,BTH,2015,175,3438287
country link,BTO,UPG,2014,65,1125316
water asia,BDO,DPS,2016,186,3660860
mataram,JOG,SRG,2015,119,1348336
country link,CGK,BTH,2017,77,1378884
macan,JOG,DPS,2015,184,3627506
water asia,PKU,SRG,2017,119,2250543
water asia,PKU,BTH,2017,86,1577969
country link,CGK,PDG,2015,114,2150985
country link,KNO,BTH,2014,77,1384272
mataram,JOG,PDG,2014,124,2363644
country link,CGK,BTH,2014,189,3742724
country link,CGK,PDG,2017,64,1104748
rajawali,KNO,HLP,2014,171,3363136
rajawali,BTO,BTH,2015,91,1678951
water asia,KNO,SRG,2015,83,1525903
country link,CGK,HLP,2017,101,1876194
rajawali,KNO,DPS,2015,173,3402259
country link,KNO,BTH,2014,198,3948848
macan,JOG,SRG,2016,100,1867774
water asia,PKU,PDG,2016,155,3011758
macan,BTO,PDG,2015,141,2714344
macan,JOG,SRG,2017,76,1374687
country link,CGK,DPS,2017,79,1423774
macan,KNO,PDG,2017,173,3400107
rajawali,CGK,HLP,2015,166,3234559
rajawali,CGK,PDG,2014,151,2924731
macan,BTO,SRG,2015,142,2741338
rajawali,BTO,SRG,2017,195,3869002
mataram,JOG,UPG,2016,182,3594525
country link,KNO,UPG,2016,177,3468643
water asia,BDO,DPS,2014,84,1541602
water asia,KNO,BTH,2014,78,1413368
mataram,BTO,UPG,2015,100,1858501
macan,PKU,BTH,2016,99,1845266
country link,BTO,UPG,2014,130,2483341
mataram,BDO,SRG,2016,118,2066006
macan,BDO,HLP,2017,67,1172383
mataram,PKU,HLP,2016,88,1617936
water asia,CGK,UPG,2017,120,2270799
water asia,CGK,UPG,2017,93,1737990
water asia,BDO,BTH,2015,169,3308827
rajawali,BDO,HLP,2014,101,1888689
macan,BDO,UPG,2016,190,3766501
mataram,PKU,UPG,2017,92,1697823
rajawali,JOG,DPS,2016,66,1158351
macan,CGK,SRG,2017,60,1013606
rajawali,BTO,BTH,2014,106,1981339
macan,KNO,SRG,2016,112,2096601
macan,KNO,BTH,2014,99,1851466
rajawali,BTO,SRG,2016,175,3436381
country link,KNO,PDG,2015,109,2057257
rajawali,PKU,DPS,2017,196,3888096
water asia,CGK,PDG,2016,71,1260239
water asia,BDO,PDG,2014,91,1682223
water asia,CGK,DPS,2017,166,3232127
mataram,BTO,HLP,2017,191,3790865
rajawali,BDO,BTH,2015,63,1067039
rajawali,JOG,BTH,2017,112,2103888
rajawali,BDO,PDG,2015,107,1998048
rajawali,KNO,BTH,2015,111,2083835
macan,JOG,HLP,2017,116,2192621
water asia,PKU,HLP,2015,168,3293013
macan,JOG,SRG,2015,131,2524501
water asia,BTO,PDG,2017,107,2009498
macan,BDO,BTH,2015,174,3408197
country link,JOG,DPS,2015,71,1252482
macan,JOG,DPS,2017,81,1473779
country link,BTO,HLP,2014,132,2533395
macan,BTO,PDG,2016,187,3698799
water asia,BDO,UPG,2017,140,2698683
water asia,JOG,DPS,2016,200,3982425
rajawali,CGK,BTH,2017,141,2729671
water asia,JOG,BTH,2014,154,3001167
macan,BTO,BTH,2017,161,3131290
country link,PKU,PDG,2016,193,3823653
mataram,CGK,UPG,2017,93,1729745
macan,PKU,UPG,2016,131,2523840
mataram,BTO,HLP,2014,77,1393908
country link,PKU,HLP,2016,123,2346382
mataram,CGK,HLP,2017,101,1879151
country link,KNO,PDG,2017,80,1448418
country link,BDO,BTH,2016,85,1564814
country link,CGK,UPG,2015,191,3783315
country link,KNO,SRG,2016,79,1441930
macan,BTO,HLP,2014,64,1112401
macan,KNO,HLP,2017,186,3666459
rajawali,PKU,SRG,2015,94,1756228
country link,BDO,DPS,2017,130,2498870
macan,JOG,DPS,2015,196,3904531
country link,CGK,SRG,2016,185,3657398
country link,PKU,BTH,2017,152,2934665
macan,CGK,SRG,2016,107,2015634
mataram,CGK,UPG,2014,189,3734313
mataram,PKU,DPS,2017,66,1164889
mataram,BDO,DPS,2016,78,1406986
macan,CGK,DPS,2015,69,1221435
water asia,KNO,BTH,2017,183,3615549
rajawali,PKU,PDG,2017,97,1812295
country link,PKU,DPS,2017,99,1840205
macan,PKU,BTH,2017,102,1895697
macan,JOG,SRG,2015,136,2599512
rajawali,PKU,DPS,2015,122,2326975
country link,PKU,SRG,2014,150,2914918
country link,BDO,PDG,2017,63,1068243
rajawali,BTO,PDG,2017,160,3108809
macan,BTO,PDG,2017,197,3928681
country link,BTO,PDG,2015,152,2946734
mataram,BDO,PDG,2015,178,3493286
rajawali,BTO,DPS,2014,168,3304644
country link,BDO,BTH,2017,106,1985551
water asia,CGK,BTH,2014,131,2517599
macan,CGK,PDG,2017,187,3692872
macan,BTO,PDG,2016,196,3893286
country link,KNO,SRG,2016,92,3241925
country link,BTO,DPS,2016,197,3920797
rajawali,BTO,DPS,2016,154,2997817
macan,CGK,BTH,2016,162,3153801
water asia,BDO,SRG,2017,91,1684195
water asia,CGK,DPS,2014,103,1916360
water asia,KNO,BTH,2017,182,3577921
rajawali,CGK,PDG,2016,131,2510749
macan,BDO,BTH,2014,139,2679749
country link,JOG,UPG,2017,125,2384185
mataram,KNO,UPG,2015,121,2296874
rajawali,CGK,SRG,2014,100,1865299
country link,BDO,PDG,2015,176,3447684
macan,PKU,UPG,2015,197,3916781
water asia,PKU,HLP,2014,176,3458616
macan,BTO,PDG,2015,84,1542472
mataram,CGK,UPG,2017,192,3812372
macan,JOG,SRG,2016,114,2148868
rajawali,PKU,PDG,2014,94,1757525
country link,KNO,PDG,2015,61,1026787
macan,BDO,PDG,2015,89,1643422
macan,BDO,UPG,2016,124,2382499
water asia,KNO,BTH,2014,72,1273681
mataram,BTO,SRG,2016,108,2021004
rajawali,PKU,UPG,2014,114,2145568
rajawali,JOG,PDG,2014,113,2134007
water asia,BTO,DPS,2017,147,2846916
mataram,BTO,HLP,2015,122,2327939
mataram,CGK,HLP,2016,141,2728463
water asia,KNO,DPS,2014,102,1915059
country link,CGK,HLP,2015,137,2645735
macan,JOG,UPG,2017,66,1165119
mataram,CGK,HLP,2016,144,2783529
mataram,BDO,DPS,2017,141,2721948
water asia,BDO,HLP,2017,69,1223304
mataram,JOG,HLP,2016,65,1137814
water asia,PKU,SRG,2016,67,1168923
water asia,BDO,BTH,2016,162,3153960
macan,JOG,DPS,2015,193,3840588
country link,JOG,UPG,2016,122,2328728
country link,JOG,SRG,2015,77,1379751
mataram,BDO,SRG,2015,148,2862864
water asia,KNO,DPS,2015,198,3938525
water asia,CGK,PDG,2014,116,2193497
water asia,BDO,PDG,2015,87,1584791
macan,BDO,DPS,2014,72,1285765
water asia,CGK,BTH,2014,103,1929763
mataram,PKU,HLP,2014,152,2938397
water asia,BDO,BTH,2015,159,3095995
macan,BTO,DPS,2016,98,1834663
water asia,PKU,HLP,2014,148,2860976
rajawali,CGK,SRG,2016,177,3470730
mataram,BDO,SRG,2016,81,1481836
mataram,CGK,UPG,2017,129,2468493
mataram,CGK,BTH,2016,118,2236175
rajawali,BDO,SRG,2016,109,2048656
macan,KNO,PDG,2016,84,1543115
country link,PKU,BTH,2014,190,3765677
rajawali,BDO,PDG,2015,109,2057387
macan,KNO,SRG,2016,125,2388420
macan,BDO,DPS,2014,62,1050551
water asia,KNO,UPG,2014,65,2093862
rajawali,CGK,PDG,2014,116,2196413
macan,PKU,PDG,2017,74,1338241
country link,BDO,UPG,2014,103,1928717
rajawali,PKU,PDG,2016,166,3246872
country link,JOG,UPG,2015,80,1445257
mataram,JOG,UPG,2015,107,2009412
macan,CGK,UPG,2015,191,3792012
country link,CGK,PDG,2015,180,3544995
water asia,CGK,UPG,2015,106,1983165
country link,PKU,SRG,2016,200,3998319
country link,PKU,PDG,2016,111,2091762
water asia,KNO,UPG,2016,196,3900354
rajawali,JOG,PDG,2017,95,1770066
macan,BDO,BTH,2017,145,2811950
rajawali,KNO,PDG,2017,151,2917762
macan,BTO,DPS,2016,139,2679235
water asia,BTO,BTH,2014,111,2090999
water asia,BDO,BTH,2017,104,1936373
country link,CGK,BTH,2016,194,3852993
mataram,BDO,HLP,2016,160,3110548
country link,KNO,BTH,2015,187,3690654
macan,KNO,SRG,2016,141,2726553
water asia,JOG,BTH,2014,164,3196112
rajawali,CGK,UPG,2014,121,2311754
mataram,BDO,BTH,2016,143,2758793
macan,BDO,PDG,2014,146,2831670
mataram,JOG,DPS,2014,138,2649752
rajawali,CGK,DPS,2014,128,2444181
rajawali,BDO,UPG,2017,89,1633750
country link,CGK,PDG,2014,110,2066617
country link,JOG,UPG,2017,112,2110505
macan,KNO,BTH,2015,80,1456554
country link,KNO,BTH,2017,143,2766668
water asia,KNO,HLP,2016,107,2008575
rajawali,CGK,BTH,2016,177,3468712
rajawali,JOG,UPG,2014,136,2612017
macan,KNO,UPG,2016,136,2601998
country link,BDO,SRG,2015,104,1949159
macan,KNO,SRG,2017,178,3487124
rajawali,KNO,BTH,2017,114,2145277
country link,BTO,SRG,2014,122,2327676
mataram,BDO,UPG,2017,137,2648676
rajawali,PKU,PDG,2016,136,2624132
macan,BTO,DPS,2014,164,3196445
mataram,BTO,BTH,2016,71,1269116
mataram,BDO,PDG,2017,162,3152499
mataram,KNO,UPG,2014,195,3875569
water asia,BTO,UPG,2015,190,3764842
country link,CGK,PDG,2015,168,3293168
mataram,JOG,SRG,2015,173,3393207
rajawali,PKU,PDG,2017,144,2775007
country link,PKU,SRG,2015,69,1217550
country link,JOG,HLP,2017,91,1686151
water asia,JOG,PDG,2017,157,3065293
country link,BDO,DPS,2015,177,3484153
mataram,CGK,SRG,2015,169,3310955
mataram,PKU,BTH,2014,90,1652386
rajawali,CGK,PDG,2017,150,2894473
rajawali,BTO,BTH,2014,160,3126257
country link,PKU,SRG,2017,125,2390820
rajawali,JOG,DPS,2016,102,1904059
country link,PKU,SRG,2016,167,3265494
macan,KNO,UPG,2015,100,1858051
water asia,BDO,UPG,2014,101,1874678
country link,JOG,BTH,2017,139,2683335
country link,JOG,HLP,2014,63,1085065
water asia,BDO,HLP,2016,127,2428165
macan,BTO,UPG,2015,185,3658270
country link,CGK,SRG,2015,146,2824009
macan,JOG,DPS,2014,164,3201048
country link,KNO,BTH,2016,188,1050103
mataram,KNO,BTH,2014,98,1824518
mataram,BTO,HLP,2016,122,2334272
water asia,BDO,DPS,2014,121,2301378
water asia,BTO,DPS,2015,99,1842858
mataram,JOG,SRG,2016,163,3183648
water asia,BTO,PDG,2017,127,2438442
country link,PKU,DPS,2017,86,1582065
water asia,JOG,HLP,2014,136,2604612
macan,KNO,PDG,2014,141,2726669
country link,JOG,UPG,2017,87,1586096
rajawali,BDO,DPS,2015,89,1625854
water asia,BDO,PDG,2014,110,2077642
country link,BTO,HLP,2015,120,2279757
mataram,KNO,DPS,2017,78,1415859
water asia,JOG,UPG,2015,182,3577895
rajawali,JOG,PDG,2015,102,1904423
water asia,BDO,BTH,2015,188,3726671
water asia,PKU,SRG,2017,144,2795624
country link,PKU,UPG,2014,134,2575282
macan,PKU,HLP,2016,111,2084878
macan,JOG,SRG,2016,128,2446982
macan,KNO,BTH,2016,100,2310475
water asia,CGK,BTH,2017,81,1467244
rajawali,BDO,PDG,2017,64,1099827
water asia,BTO,HLP,2017,60,1007001
mataram,CGK,HLP,2017,93,1717396
mataram,KNO,PDG,2014,152,1414660
country link,CGK,BTH,2017,111,2087201
mataram,BDO,BTH,2015,66,1149310
rajawali,KNO,DPS,2016,172,3380903
country link,PKU,HLP,2014,157,3051549
country link,CGK,SRG,2014,158,3070194
macan,KNO,HLP,2017,145,2817321
macan,PKU,HLP,2017,61,1036048
rajawali,PKU,DPS,2017,159,3102379
water asia,JOG,SRG,2015,138,2653057
water asia,CGK,DPS,2017,155,3020414
mataram,BDO,HLP,2016,149,2887330
water asia,PKU,BTH,2014,149,2874132
mataram,JOG,SRG,2015,192,3815182
macan,BDO,UPG,2014,138,2651661
mataram,BTO,SRG,2014,139,2687859
water asia,CGK,BTH,2015,90,1669816
macan,JOG,SRG,2015,85,1557259
macan,JOG,HLP,2016,88,1605704
mataram,JOG,BTH,2016,140,2704299
macan,JOG,UPG,2017,157,3058194
water asia,CGK,SRG,2014,137,2642801
water asia,JOG,PDG,2014,78,1405995
water asia,JOG,PDG,2017,145,2798669
country link,JOG,UPG,2017,80,1455699
mataram,CGK,PDG,2015,60,1013510
water asia,CGK,SRG,2017,156,3026360
macan,CGK,SRG,2017,69,1226513
water asia,JOG,UPG,2016,138,2659711
macan,CGK,BTH,2014,125,2388820
rajawali,KNO,BTH,2016,80,1458041
water asia,BDO,UPG,2017,129,2466657
macan,BDO,UPG,2015,73,1292689
water asia,BDO,BTH,2014,76,1377188
water asia,PKU,BTH,2015,170,3340704
water asia,BTO,HLP,2014,94,1749888
macan,KNO,UPG,2015,129,2463944
rajawali,KNO,SRG,2016,82,1501420
rajawali,BDO,DPS,2016,179,3531839
macan,KNO,SRG,2016,64,1090705
country link,JOG,DPS,2015,153,2968247
water asia,KNO,PDG,2014,77,1377487
macan,JOG,DPS,2016,173,3387151
rajawali,BTO,BTH,2015,182,3590033
macan,CGK,HLP,2015,133,2554821
country link,PKU,PDG,2017,128,2443151
water asia,BTO,SRG,2014,74,1326038
mataram,BDO,UPG,2014,170,3334371
mataram,JOG,BTH,2014,73,1302028
water asia,CGK,UPG,2016,166,3246286
water asia,JOG,DPS,2014,64,1119253
mataram,BDO,UPG,2014,83,1504191
mataram,BTO,SRG,2016,62,1047744
rajawali,PKU,UPG,2015,105,1963527
mataram,KNO,UPG,2015,168,3298137
water asia,JOG,DPS,2016,148,2864727
water asia,JOG,BTH,2016,60,1018360
mataram,JOG,UPG,2016,62,1051251
macan,CGK,PDG,2015,143,2764384
water asia,KNO,SRG,2017,191,3780318
rajawali,KNO,BTH,2017,110,2066168
rajawali,PKU,HLP,2014,96,1785204
country link,CGK,SRG,2015,70,1241402
rajawali,KNO,BTH,2016,116,2190883
mataram,BDO,DPS,2017,129,2467808
macan,JOG,BTH,2017,198,3937025
rajawali,KNO,UPG,2015,67,1166900
rajawali,BTO,UPG,2016,144,2780977
country link,JOG,DPS,2015,135,2581587
rajawali,JOG,SRG,2016,175,3439216
country link,BTO,PDG,2014,122,2325798
rajawali,PKU,SRG,2014,74,1341461
rajawali,PKU,HLP,2017,123,2340256
water asia,CGK,SRG,2016,171,3356152
rajawali,CGK,PDG,2016,120,2273768
mataram,PKU,HLP,2014,154,3005021
rajawali,BDO,BTH,2014,72,1278571
macan,BTO,HLP,2015,64,1108382
macan,PKU,PDG,2017,110,2058741
macan,BTO,SRG,2016,66,1154398
macan,KNO,UPG,2015,149,2886095
mataram,KNO,PDG,2017,166,3253398
rajawali,CGK,DPS,2014,102,1895063
country link,CGK,SRG,2017,83,3877677
water asia,BDO,HLP,2016,182,3595375
rajawali,BDO,HLP,2014,110,2067150
water asia,BDO,PDG,2015,67,1177453
country link,PKU,BTH,2016,145,2814851
country link,BTO,BTH,2017,117,2218699
macan,JOG,HLP,2014,66,1159110
rajawali,PKU,BTH,2014,149,2885983
macan,BTO,DPS,2017,134,2576234
macan,BTO,HLP,2017,97,1816228
water asia,KNO,SRG,2016,177,3479600
mataram,CGK,HLP,2015,187,3687562
rajawali,BDO,PDG,2017,121,2315687
water asia,CGK,PDG,2016,129,2463853
mataram,CGK,SRG,2016,149,2871986
mataram,CGK,SRG,2015,132,2531811
country link,BTO,DPS,2017,123,2340126
rajawali,KNO,SRG,2017,143,2760603
macan,PKU,UPG,2014,119,2255428
macan,CGK,SRG,2014,168,3297203
water asia,KNO,PDG,2017,61,1032137
country link,CGK,DPS,2017,144,2779723
macan,JOG,PDG,2015,171,3368235
rajawali,PKU,SRG,2015,107,2004654
macan,KNO,UPG,2017,91,1682893
mataram,JOG,PDG,2017,110,2065066
mataram,PKU,DPS,2017,113,2132221
water asia,JOG,DPS,2017,151,2933361
water asia,KNO,SRG,2014,150,2910371
rajawali,BDO,BTH,2017,88,1621506
rajawali,JOG,DPS,2016,127,2423394
mataram,BDO,PDG,2016,68,1195747
water asia,BDO,PDG,2014,102,1897035
water asia,BTO,PDG,2015,191,3781316
macan,BTO,UPG,2014,188,3723122
country link,BTO,BTH,2015,142,2745802
mataram,KNO,SRG,2016,197,3928142
macan,BDO,BTH,2014,172,3374080
water asia,JOG,PDG,2015,174,3411004
rajawali,BTO,SRG,2014,185,3654860
water asia,JOG,HLP,2015,188,3724571
mataram,KNO,SRG,2016,116,2181156
country link,PKU,HLP,2014,79,1434664
mataram,BTO,HLP,2015,90,1651807
rajawali,KNO,HLP,2014,189,3754788
mataram,BTO,UPG,2014,72,1277181
rajawali,KNO,DPS,2014,73,1308719
rajawali,BDO,BTH,2014,176,3458115
macan,KNO,BTH,2015,129,2480754
water asia,JOG,UPG,2016,102,1901671
water asia,KNO,HLP,2014,112,2116036
water asia,PKU,HLP,2017,112,2098962
